date,fiscal_year,product_code,customer_code,forecast_quantity
2017-12-01,2018,A1118150202,90002002,112
2017-12-01,2018,A1118150202,90002003,66
2017-12-01,2018,A1118150202,90002004,43
2017-12-01,2018,A1118150202,90002006,100
2017-12-01,2018,A1118150202,90002007,33
2017-12-01,2018,A1118150202,90002008,30
2017-12-01,2018,A1118150202,90002010,118
2017-12-01,2018,A1118150202,90002011,27
2017-12-01,2018,A1118150202,90002012,138
2017-12-01,2018,A1118150202,90002014,73
2017-12-01,2018,A1118150202,90002015,53
2017-12-01,2018,A1118150202,90002016,114
2017-12-01,2018,A1118150202,90003179,3
2017-12-01,2018,A1118150202,90003180,5
2017-12-01,2018,A1118150202,90006156,2
2017-12-01,2018,A1118150202,90008164,10
2017-12-01,2018,A1118150202,90008166,37
2017-12-01,2018,A1118150202,90008167,18
2017-12-01,2018,A1118150202,90008168,29
2017-12-01,2018,A1118150202,90011186,2
2017-12-01,2018,A1118150202,90011187,2
2017-12-01,2018,A1118150202,90011188,2
2017-12-01,2018,A1118150202,90011190,3
2017-12-01,2018,A1118150202,90011191,7
2017-12-01,2018,A1118150202,90011192,4
2017-12-01,2018,A1118150202,90013116,2
2017-12-01,2018,A1118150202,90013118,3
2017-12-01,2018,A1118150202,90013119,2
2017-12-01,2018,A1118150202,90013120,1
2017-12-01,2018,A1118150202,90013122,1
2017-12-01,2018,A1118150202,90013123,2
2017-12-01,2018,A1118150202,90013124,2
2017-12-01,2018,A1118150202,90016171,1
2017-12-01,2018,A1118150202,90016172,1
2017-12-01,2018,A1118150202,90016174,1
2017-12-01,2018,A1118150202,90022071,3
2017-12-01,2018,A1118150202,90022072,10
2017-12-01,2018,A1118150202,90022074,11
2017-12-01,2018,A1118150202,90022075,16
2017-12-01,2018,A1118150202,90022076,20
2017-12-01,2018,A1118150202,90022078,22
2017-12-01,2018,A1118150202,90022079,4
2017-12-01,2018,A1118150202,90022080,5
2017-12-01,2018,A1118150202,90022082,6
2017-12-01,2018,A1118150202,90022083,20
2017-12-01,2018,A1118150202,90023022,4
2017-12-01,2018,A1118150202,90023023,2
2017-12-01,2018,A1118150202,90023024,6
2017-12-01,2018,A1118150202,90023026,4
2017-12-01,2018,A1118150202,90023027,5
2017-12-01,2018,A1118150202,90023028,3
2017-12-01,2018,A1118150202,90023030,5
2017-12-01,2018,A1118150202,90027207,4
2017-12-01,2018,A1119150203,70002018,125
2017-12-01,2018,A1119150203,70003182,15
2017-12-01,2018,A1119150203,70006158,6
2017-12-01,2018,A1119150203,70007198,16
2017-12-01,2018,A1119150203,70007199,16
2017-12-01,2018,A1119150203,70008170,35
2017-12-01,2018,A1119150203,70011194,8
2017-12-01,2018,A1119150203,70016178,1
2017-12-01,2018,A1119150203,70022084,17
2017-12-01,2018,A1119150203,70023031,4
2017-12-01,2018,A1119150203,70023032,1
2017-12-01,2018,A1119150203,70027208,6
2017-12-01,2018,A1119150203,80001019,4
2017-12-01,2018,A1119150203,80006154,33
2017-12-01,2018,A1119150203,80006155,6
2017-12-01,2018,A1119150203,80007195,57
2017-12-01,2018,A1119150203,80007196,134
2017-12-01,2018,A1119150203,90001020,7
2017-12-01,2018,A1119150203,90002002,99
2017-12-01,2018,A1119150203,90002003,123
2017-12-01,2018,A1119150203,90002004,18
2017-12-01,2018,A1119150203,90002006,104
2017-12-01,2018,A1119150203,90002007,15
2017-12-01,2018,A1119150203,90002008,76
2017-12-01,2018,A1119150203,90002010,116
2017-12-01,2018,A1119150203,90002011,128
2017-12-01,2018,A1119150203,90002012,51
2017-12-01,2018,A1119150203,90002014,33
2017-12-01,2018,A1119150203,90002015,26
2017-12-01,2018,A1119150203,90002016,83
2017-12-01,2018,A1119150203,90003179,3
2017-12-01,2018,A1119150203,90003180,12
2017-12-01,2018,A1119150203,90006156,9
2017-12-01,2018,A1119150203,90008164,32
2017-12-01,2018,A1119150203,90008166,8
2017-12-01,2018,A1119150203,90008167,11
2017-12-01,2018,A1119150203,90008168,6
2017-12-01,2018,A1119150203,90011186,12
2017-12-01,2018,A1119150203,90011187,5
2017-12-01,2018,A1119150203,90011188,11
2017-12-01,2018,A1119150203,90011190,4
2017-12-01,2018,A1119150203,90011191,10
2017-12-01,2018,A1119150203,90011192,6
2017-12-01,2018,A1119150203,90013116,2
2017-12-01,2018,A1119150203,90013118,2
2017-12-01,2018,A1119150203,90013119,2
2017-12-01,2018,A1119150203,90013122,2
2017-12-01,2018,A1119150203,90013123,2
2017-12-01,2018,A1119150203,90013124,3
2017-12-01,2018,A1119150203,90016171,1
2017-12-01,2018,A1119150203,90016174,1
2017-12-01,2018,A1119150203,90022071,14
2017-12-01,2018,A1119150203,90022072,12
2017-12-01,2018,A1119150203,90022074,24
2017-12-01,2018,A1119150203,90022075,12
2017-12-01,2018,A1119150203,90022076,7
2017-12-01,2018,A1119150203,90022078,23
2017-12-01,2018,A1119150203,90022079,8
2017-12-01,2018,A1119150203,90022080,17
2017-12-01,2018,A1119150203,90022082,12
2017-12-01,2018,A1119150203,90022083,21
2017-12-01,2018,A1119150203,90023022,1
2017-12-01,2018,A1119150203,90023023,8
2017-12-01,2018,A1119150203,90023024,2
2017-12-01,2018,A1119150203,90023026,5
2017-12-01,2018,A1119150203,90023027,4
2017-12-01,2018,A1119150203,90023028,2
2017-12-01,2018,A1119150203,90023030,3
2017-12-01,2018,A1119150203,90027207,5
2017-12-01,2018,A1219150301,70002018,22
2017-12-01,2018,A1219150301,70003182,7
2017-12-01,2018,A1219150301,70006158,3
2017-12-01,2018,A1219150301,70007198,23
2017-12-01,2018,A1219150301,70007199,21
2017-12-01,2018,A1219150301,70008170,15
2017-12-01,2018,A1219150301,70011194,8
2017-12-01,2018,A1219150301,70013126,2
2017-12-01,2018,A1219150301,70016178,1
2017-12-01,2018,A1219150301,70022084,11
2017-12-01,2018,A1219150301,70023031,3
2017-12-01,2018,A1219150301,70023032,1
2017-12-01,2018,A1219150301,70027208,9
2017-12-01,2018,A1219150301,80001019,16
2017-12-01,2018,A1219150301,80006154,13
2017-12-01,2018,A1219150301,80006155,21
2017-12-01,2018,A1219150301,80007195,130
2017-12-01,2018,A1219150301,80007196,50
2017-12-01,2018,A1219150301,90001020,5
2017-12-01,2018,A1219150301,90002002,15
2017-12-01,2018,A1219150301,90002003,48
2017-12-01,2018,A1219150301,90002004,65
2017-12-01,2018,A1219150301,90002006,120
2017-12-01,2018,A1219150301,90002007,53
2017-12-01,2018,A1219150301,90002008,102
2017-12-01,2018,A1219150301,90002010,71
2017-12-01,2018,A1219150301,90002011,65
2017-12-01,2018,A1219150301,90002012,144
2017-12-01,2018,A1219150301,90002014,82
2017-12-01,2018,A1219150301,90002015,81
2017-12-01,2018,A1219150301,90002016,119
2017-12-01,2018,A1219150301,90003179,18
2017-12-01,2018,A1219150301,90003180,12
2017-12-01,2018,A1219150301,90006156,2
2017-12-01,2018,A1219150301,90008164,19
2017-12-01,2018,A1219150301,90008166,27
2017-12-01,2018,A1219150301,90008167,24
2017-12-01,2018,A1219150301,90008168,19
2017-12-01,2018,A1219150301,90011186,8
2017-12-01,2018,A1219150301,90011187,8
2017-12-01,2018,A1219150301,90011188,9
2017-12-01,2018,A1219150301,90011190,10
2017-12-01,2018,A1219150301,90011191,10
2017-12-01,2018,A1219150301,90011192,10
2017-12-01,2018,A1219150301,90013116,2
2017-12-01,2018,A1219150301,90013118,3
2017-12-01,2018,A1219150301,90013119,2
2017-12-01,2018,A1219150301,90013120,2
2017-12-01,2018,A1219150301,90013122,2
2017-12-01,2018,A1219150301,90013123,3
2017-12-01,2018,A1219150301,90013124,3
2017-12-01,2018,A1219150301,90016171,1
2017-12-01,2018,A1219150301,90016174,2
2017-12-01,2018,A1219150301,90016175,1
2017-12-01,2018,A1219150301,90022071,4
2017-12-01,2018,A1219150301,90022072,6
2017-12-01,2018,A1219150301,90022074,13
2017-12-01,2018,A1219150301,90022075,20
2017-12-01,2018,A1219150301,90022076,4
2017-12-01,2018,A1219150301,90022078,19
2017-12-01,2018,A1219150301,90022079,24
2017-12-01,2018,A1219150301,90022080,13
2017-12-01,2018,A1219150301,90022082,19
2017-12-01,2018,A1219150301,90022083,11
2017-12-01,2018,A1219150301,90023022,2
2017-12-01,2018,A1219150301,90023023,9
2017-12-01,2018,A1219150301,90023024,1
2017-12-01,2018,A1219150301,90023026,5
2017-12-01,2018,A1219150301,90023027,6
2017-12-01,2018,A1219150301,90023028,2
2017-12-01,2018,A1219150301,90023030,5
2017-12-01,2018,A1219150301,90027207,4
2017-12-01,2018,A1618150101,70002018,11
2017-12-01,2018,A1618150101,70003182,2
2017-12-01,2018,A1618150101,70006158,1
2017-12-01,2018,A1618150101,70007198,4
2017-12-01,2018,A1618150101,70007199,1
2017-12-01,2018,A1618150101,70008170,2
2017-12-01,2018,A1618150101,70011194,1
2017-12-01,2018,A1618150101,70022084,3
2017-12-01,2018,A1618150101,70027208,1
2017-12-01,2018,A1618150101,80001019,1
2017-12-01,2018,A1618150101,80006154,4
2017-12-01,2018,A1618150101,80006155,4
2017-12-01,2018,A1618150101,80007195,13
2017-12-01,2018,A1618150101,80007196,13
2017-12-01,2018,A1618150101,90002002,2
2017-12-01,2018,A1618150101,90002003,8
2017-12-01,2018,A1618150101,90002004,10
2017-12-01,2018,A1618150101,90002006,15
2017-12-01,2018,A1618150101,90002007,12
2017-12-01,2018,A1618150101,90002008,7
2017-12-01,2018,A1618150101,90002010,12
2017-12-01,2018,A1618150101,90002011,5
2017-12-01,2018,A1618150101,90002012,10
2017-12-01,2018,A1618150101,90002014,15
2017-12-01,2018,A1618150101,90002015,12
2017-12-01,2018,A1618150101,90002016,9
2017-12-01,2018,A1618150101,90003179,2
2017-12-01,2018,A1618150101,90003180,2
2017-12-01,2018,A1618150101,90006156,1
2017-12-01,2018,A1618150101,90008164,1
2017-12-01,2018,A1618150101,90008166,5
2017-12-01,2018,A1618150101,90008167,4
2017-12-01,2018,A1618150101,90008168,5
2017-12-01,2018,A1618150101,90011190,1
2017-12-01,2018,A1618150101,90011191,1
2017-12-01,2018,A1618150101,90011192,1
2017-12-01,2018,A1618150101,90022071,1
2017-12-01,2018,A1618150101,90022072,2
2017-12-01,2018,A1618150101,90022074,2
2017-12-01,2018,A1618150101,90022075,2
2017-12-01,2018,A1618150101,90022078,1
2017-12-01,2018,A1618150101,90022079,4
2017-12-01,2018,A1618150101,90022080,2
2017-12-01,2018,A1618150101,90022082,3
2017-12-01,2018,A1618150101,90022083,3
2017-12-01,2018,A1618150101,90023024,1
2017-12-01,2018,A1618150101,90023026,1
2017-12-01,2018,A1618150101,90023030,1
2017-12-01,2018,A1618150101,90027207,2
2017-12-01,2018,A1618150102,70002018,6
2017-12-01,2018,A1618150102,70003182,3
2017-12-01,2018,A1618150102,70007198,3
2017-12-01,2018,A1618150102,70007199,2
2017-12-01,2018,A1618150102,70008170,2
2017-12-01,2018,A1618150102,70011194,2
2017-12-01,2018,A1618150102,70022084,1
2017-12-01,2018,A1618150102,70023032,1
2017-12-01,2018,A1618150102,70027208,1
2017-12-01,2018,A1618150102,80001019,2
2017-12-01,2018,A1618150102,80006154,3
2017-12-01,2018,A1618150102,80006155,3
2017-12-01,2018,A1618150102,80007195,16
2017-12-01,2018,A1618150102,80007196,9
2017-12-01,2018,A1618150102,90002002,11
2017-12-01,2018,A1618150102,90002003,11
2017-12-01,2018,A1618150102,90002004,7
2017-12-01,2018,A1618150102,90002006,3
2017-12-01,2018,A1618150102,90002007,12
2017-12-01,2018,A1618150102,90002008,22
2017-12-01,2018,A1618150102,90002010,10
2017-12-01,2018,A1618150102,90002011,14
2017-12-01,2018,A1618150102,90002012,12
2017-12-01,2018,A1618150102,90002014,5
2017-12-01,2018,A1618150102,90002015,6
2017-12-01,2018,A1618150102,90002016,10
2017-12-01,2018,A1618150102,90003179,2
2017-12-01,2018,A1618150102,90003180,2
2017-12-01,2018,A1618150102,90008164,3
2017-12-01,2018,A1618150102,90008166,2
2017-12-01,2018,A1618150102,90008167,2
2017-12-01,2018,A1618150102,90008168,4
2017-12-01,2018,A1618150102,90011187,1
2017-12-01,2018,A1618150102,90011188,1
2017-12-01,2018,A1618150102,90011191,2
2017-12-01,2018,A1618150102,90011192,1
2017-12-01,2018,A1618150102,90022071,1
2017-12-01,2018,A1618150102,90022072,2
2017-12-01,2018,A1618150102,90022074,2
2017-12-01,2018,A1618150102,90022075,1
2017-12-01,2018,A1618150102,90022076,1
2017-12-01,2018,A1618150102,90022078,3
2017-12-01,2018,A1618150102,90022079,2
2017-12-01,2018,A1618150102,90022080,2
2017-12-01,2018,A1618150102,90022082,1
2017-12-01,2018,A1618150102,90022083,1
2017-12-01,2018,A1618150102,90023023,1
2017-12-01,2018,A1618150102,90023024,1
2017-12-01,2018,A1618150102,90023026,1
2017-12-01,2018,A1618150102,90023027,1
2017-12-01,2018,A1618150102,90027207,1
2017-12-01,2018,A1618150103,70002018,16
2017-12-01,2018,A1618150103,70003182,2
2017-12-01,2018,A1618150103,70006158,1
2017-12-01,2018,A1618150103,70007198,2
2017-12-01,2018,A1618150103,70007199,1
2017-12-01,2018,A1618150103,70008170,1
2017-12-01,2018,A1618150103,70022084,2
2017-12-01,2018,A1618150103,70023031,1
2017-12-01,2018,A1618150103,70027208,1
2017-12-01,2018,A1618150103,80001019,3
2017-12-01,2018,A1618150103,80006154,1
2017-12-01,2018,A1618150103,80006155,5
2017-12-01,2018,A1618150103,80007195,5
2017-12-01,2018,A1618150103,80007196,4
2017-12-01,2018,A1618150103,90002002,14
2017-12-01,2018,A1618150103,90002003,12
2017-12-01,2018,A1618150103,90002004,13
2017-12-01,2018,A1618150103,90002006,12
2017-12-01,2018,A1618150103,90002007,3
2017-12-01,2018,A1618150103,90002008,11
2017-12-01,2018,A1618150103,90002010,5
2017-12-01,2018,A1618150103,90002011,2
2017-12-01,2018,A1618150103,90002012,16
2017-12-01,2018,A1618150103,90002014,11
2017-12-01,2018,A1618150103,90002015,7
2017-12-01,2018,A1618150103,90002016,5
2017-12-01,2018,A1618150103,90003179,2
2017-12-01,2018,A1618150103,90003180,2
2017-12-01,2018,A1618150103,90006156,1
2017-12-01,2018,A1618150103,90008164,4
2017-12-01,2018,A1618150103,90008166,3
2017-12-01,2018,A1618150103,90008167,1
2017-12-01,2018,A1618150103,90008168,4
2017-12-01,2018,A1618150103,90011186,2
2017-12-01,2018,A1618150103,90011187,1
2017-12-01,2018,A1618150103,90011188,1
2017-12-01,2018,A1618150103,90011191,1
2017-12-01,2018,A1618150103,90011192,1
2017-12-01,2018,A1618150103,90022071,2
2017-12-01,2018,A1618150103,90022072,1
2017-12-01,2018,A1618150103,90022074,2
2017-12-01,2018,A1618150103,90022075,1
2017-12-01,2018,A1618150103,90022076,1
2017-12-01,2018,A1618150103,90022078,2
2017-12-01,2018,A1618150103,90022079,3
2017-12-01,2018,A1618150103,90022080,2
2017-12-01,2018,A1618150103,90022082,2
2017-12-01,2018,A1618150103,90022083,1
2017-12-01,2018,A1618150103,90023022,1
2017-12-01,2018,A1618150103,90023026,1
2017-12-01,2018,A1618150103,90027207,1
2017-12-01,2018,A1618150104,70002018,14
2017-12-01,2018,A1618150104,70003182,1
2017-12-01,2018,A1618150104,70007198,2
2017-12-01,2018,A1618150104,70007199,3
2017-12-01,2018,A1618150104,70008170,2
2017-12-01,2018,A1618150104,70011194,1
2017-12-01,2018,A1618150104,70023031,1
2017-12-01,2018,A1618150104,80001019,1
2017-12-01,2018,A1618150104,80006154,4
2017-12-01,2018,A1618150104,80006155,2
2017-12-01,2018,A1618150104,80007195,14
2017-12-01,2018,A1618150104,80007196,7
2017-12-01,2018,A1618150104,90001020,1
2017-12-01,2018,A1618150104,90002002,7
2017-12-01,2018,A1618150104,90002003,5
2017-12-01,2018,A1618150104,90002004,2
2017-12-01,2018,A1618150104,90002006,9
2017-12-01,2018,A1618150104,90002007,5
2017-12-01,2018,A1618150104,90002008,8
2017-12-01,2018,A1618150104,90002010,15
2017-12-01,2018,A1618150104,90002011,5
2017-12-01,2018,A1618150104,90002012,6
2017-12-01,2018,A1618150104,90002014,14
2017-12-01,2018,A1618150104,90002015,14
2017-12-01,2018,A1618150104,90002016,5
2017-12-01,2018,A1618150104,90003179,2
2017-12-01,2018,A1618150104,90003180,2
2017-12-01,2018,A1618150104,90006156,1
2017-12-01,2018,A1618150104,90008164,1
2017-12-01,2018,A1618150104,90008166,4
2017-12-01,2018,A1618150104,90008167,3
2017-12-01,2018,A1618150104,90008168,4
2017-12-01,2018,A1618150104,90011186,1
2017-12-01,2018,A1618150104,90011187,2
2017-12-01,2018,A1618150104,90011188,1
2017-12-01,2018,A1618150104,90011190,1
2017-12-01,2018,A1618150104,90011191,2
2017-12-01,2018,A1618150104,90022071,1
2017-12-01,2018,A1618150104,90022072,2
2017-12-01,2018,A1618150104,90022074,3
2017-12-01,2018,A1618150104,90022075,2
2017-12-01,2018,A1618150104,90022076,3
2017-12-01,2018,A1618150104,90022078,3
2017-12-01,2018,A1618150104,90022079,3
2017-12-01,2018,A1618150104,90022080,3
2017-12-01,2018,A1618150104,90022083,1
2017-12-01,2018,A1618150104,90023022,1
2017-12-01,2018,A1618150104,90023027,1
2017-12-01,2018,A1618150104,90023028,1
2017-12-01,2018,A1718150201,70002018,9
2017-12-01,2018,A1718150201,70003182,2
2017-12-01,2018,A1718150201,70007198,2
2017-12-01,2018,A1718150201,70007199,4
2017-12-01,2018,A1718150201,70008170,5
2017-12-01,2018,A1718150201,70011194,1
2017-12-01,2018,A1718150201,70022084,2
2017-12-01,2018,A1718150201,70023032,1
2017-12-01,2018,A1718150201,70027208,1
2017-12-01,2018,A1718150201,80001019,2
2017-12-01,2018,A1718150201,80006154,3
2017-12-01,2018,A1718150201,80006155,2
2017-12-01,2018,A1718150201,80007195,9
2017-12-01,2018,A1718150201,80007196,5
2017-12-01,2018,A1718150201,90001020,1
2017-12-01,2018,A1718150201,90002002,9
2017-12-01,2018,A1718150201,90002003,12
2017-12-01,2018,A1718150201,90002004,4
2017-12-01,2018,A1718150201,90002006,5
2017-12-01,2018,A1718150201,90002007,10
2017-12-01,2018,A1718150201,90002008,11
2017-12-01,2018,A1718150201,90002010,19
2017-12-01,2018,A1718150201,90002011,19
2017-12-01,2018,A1718150201,90002012,9
2017-12-01,2018,A1718150201,90002014,18
2017-12-01,2018,A1718150201,90002015,2
2017-12-01,2018,A1718150201,90002016,10
2017-12-01,2018,A1718150201,90003179,1
2017-12-01,2018,A1718150201,90006156,1
2017-12-01,2018,A1718150201,90008164,2
2017-12-01,2018,A1718150201,90008166,4
2017-12-01,2018,A1718150201,90008167,3
2017-12-01,2018,A1718150201,90008168,2
2017-12-01,2018,A1718150201,90011187,1
2017-12-01,2018,A1718150201,90011188,2
2017-12-01,2018,A1718150201,90011190,2
2017-12-01,2018,A1718150201,90011192,1
2017-12-01,2018,A1718150201,90022071,3
2017-12-01,2018,A1718150201,90022072,2
2017-12-01,2018,A1718150201,90022074,2
2017-12-01,2018,A1718150201,90022075,1
2017-12-01,2018,A1718150201,90022076,2
2017-12-01,2018,A1718150201,90022078,1
2017-12-01,2018,A1718150201,90022079,1
2017-12-01,2018,A1718150201,90022080,2
2017-12-01,2018,A1718150201,90022082,2
2017-12-01,2018,A1718150201,90022083,1
2017-12-01,2018,A1718150201,90023022,1
2017-12-01,2018,A1718150201,90023024,1
2017-12-01,2018,A1718150201,90023028,1
2017-12-01,2018,A2118150101,70002018,699
2017-12-01,2018,A2118150101,70003182,206
2017-12-01,2018,A2118150101,70006158,155
2017-12-01,2018,A2118150101,70007198,359
2017-12-01,2018,A2118150101,70007199,443
2017-12-01,2018,A2118150101,70008170,381
2017-12-01,2018,A2118150101,70011194,41
2017-12-01,2018,A2118150101,70013126,17
2017-12-01,2018,A2118150101,70016178,14
2017-12-01,2018,A2118150101,70022084,213
2017-12-01,2018,A2118150101,70023031,18
2017-12-01,2018,A2118150101,70023032,28
2017-12-01,2018,A2118150101,70027208,29
2017-12-01,2018,A2118150101,80001019,302
2017-12-01,2018,A2118150101,80006154,360
2017-12-01,2018,A2118150101,80006155,187
2017-12-01,2018,A2118150101,80007195,2013
2017-12-01,2018,A2118150101,80007196,2023
2017-12-01,2018,A2118150101,90001020,29
2017-12-01,2018,A2118150101,90002002,1240
2017-12-01,2018,A2118150101,90002003,1864
2017-12-01,2018,A2118150101,90002004,448
2017-12-01,2018,A2118150101,90002006,269
2017-12-01,2018,A2118150101,90002007,1550
2017-12-01,2018,A2118150101,90002008,3134
2017-12-01,2018,A2118150101,90002010,901
2017-12-01,2018,A2118150101,90002011,1646
2017-12-01,2018,A2118150101,90002012,801
2017-12-01,2018,A2118150101,90002014,1829
2017-12-01,2018,A2118150101,90002015,501
2017-12-01,2018,A2118150101,90002016,654
2017-12-01,2018,A2118150101,90003179,242
2017-12-01,2018,A2118150101,90003180,336
2017-12-01,2018,A2118150101,90006156,145
2017-12-01,2018,A2118150101,90008164,247
2017-12-01,2018,A2118150101,90008166,510
2017-12-01,2018,A2118150101,90008167,67
2017-12-01,2018,A2118150101,90008168,49
2017-12-01,2018,A2118150101,90011186,115
2017-12-01,2018,A2118150101,90011187,132
2017-12-01,2018,A2118150101,90011188,137
2017-12-01,2018,A2118150101,90011190,85
2017-12-01,2018,A2118150101,90011191,45
2017-12-01,2018,A2118150101,90011192,82
2017-12-01,2018,A2118150101,90013116,21
2017-12-01,2018,A2118150101,90013118,19
2017-12-01,2018,A2118150101,90013119,34
2017-12-01,2018,A2118150101,90013120,22
2017-12-01,2018,A2118150101,90013122,22
2017-12-01,2018,A2118150101,90013123,46
2017-12-01,2018,A2118150101,90013124,40
2017-12-01,2018,A2118150101,90016171,3
2017-12-01,2018,A2118150101,90016172,16
2017-12-01,2018,A2118150101,90016174,3
2017-12-01,2018,A2118150101,90016175,15
2017-12-01,2018,A2118150101,90016176,18
2017-12-01,2018,A2118150101,90022071,264
2017-12-01,2018,A2118150101,90022072,74
2017-12-01,2018,A2118150101,90022074,84
2017-12-01,2018,A2118150101,90022075,139
2017-12-01,2018,A2118150101,90022076,194
2017-12-01,2018,A2118150101,90022078,43
2017-12-01,2018,A2118150101,90022079,213
2017-12-01,2018,A2118150101,90022080,194
2017-12-01,2018,A2118150101,90022082,223
2017-12-01,2018,A2118150101,90022083,101
2017-12-01,2018,A2118150101,90023022,53
2017-12-01,2018,A2118150101,90023023,130
2017-12-01,2018,A2118150101,90023024,81
2017-12-01,2018,A2118150101,90023026,10
2017-12-01,2018,A2118150101,90023027,71
2017-12-01,2018,A2118150101,90023028,85
2017-12-01,2018,A2118150101,90023030,80
2017-12-01,2018,A2118150101,90027207,64
2017-12-01,2018,A2118150102,70002018,796
2017-12-01,2018,A2118150102,70003182,109
2017-12-01,2018,A2118150102,70006158,135
2017-12-01,2018,A2118150102,70007198,449
2017-12-01,2018,A2118150102,70007199,404
2017-12-01,2018,A2118150102,70008170,316
2017-12-01,2018,A2118150102,70011194,178
2017-12-01,2018,A2118150102,70013126,6
2017-12-01,2018,A2118150102,70016178,4
2017-12-01,2018,A2118150102,70022084,215
2017-12-01,2018,A2118150102,70023031,65
2017-12-01,2018,A2118150102,70023032,35
2017-12-01,2018,A2118150102,70027208,126
2017-12-01,2018,A2118150102,80001019,151
2017-12-01,2018,A2118150102,80006154,163
2017-12-01,2018,A2118150102,80006155,470
2017-12-01,2018,A2118150102,80007195,1657
2017-12-01,2018,A2118150102,80007196,1545
2017-12-01,2018,A2118150102,90001020,71
2017-12-01,2018,A2118150102,90002002,907
2017-12-01,2018,A2118150102,90002003,835
2017-12-01,2018,A2118150102,90002004,337
2017-12-01,2018,A2118150102,90002006,926
2017-12-01,2018,A2118150102,90002007,651
2017-12-01,2018,A2118150102,90002008,2716
2017-12-01,2018,A2118150102,90002010,1850
2017-12-01,2018,A2118150102,90002011,1244
2017-12-01,2018,A2118150102,90002012,289
2017-12-01,2018,A2118150102,90002014,1855
2017-12-01,2018,A2118150102,90002015,1051
2017-12-01,2018,A2118150102,90002016,322
2017-12-01,2018,A2118150102,90003179,121
2017-12-01,2018,A2118150102,90003180,82
2017-12-01,2018,A2118150102,90006156,124
2017-12-01,2018,A2118150102,90008164,124
2017-12-01,2018,A2118150102,90008166,261
2017-12-01,2018,A2118150102,90008167,424
2017-12-01,2018,A2118150102,90008168,215
2017-12-01,2018,A2118150102,90011186,83
2017-12-01,2018,A2118150102,90011187,145
2017-12-01,2018,A2118150102,90011188,174
2017-12-01,2018,A2118150102,90011190,180
2017-12-01,2018,A2118150102,90011191,64
2017-12-01,2018,A2118150102,90011192,115
2017-12-01,2018,A2118150102,90013116,24
2017-12-01,2018,A2118150102,90013118,19
2017-12-01,2018,A2118150102,90013119,31
2017-12-01,2018,A2118150102,90013120,29
2017-12-01,2018,A2118150102,90013122,31
2017-12-01,2018,A2118150102,90013123,17
2017-12-01,2018,A2118150102,90013124,12
2017-12-01,2018,A2118150102,90016171,18
2017-12-01,2018,A2118150102,90016172,4
2017-12-01,2018,A2118150102,90016174,10
2017-12-01,2018,A2118150102,90016175,3
2017-12-01,2018,A2118150102,90016176,12
2017-12-01,2018,A2118150102,90022071,74
2017-12-01,2018,A2118150102,90022072,243
2017-12-01,2018,A2118150102,90022074,366
2017-12-01,2018,A2118150102,90022075,214
2017-12-01,2018,A2118150102,90022076,251
2017-12-01,2018,A2118150102,90022078,328
2017-12-01,2018,A2118150102,90022079,82
2017-12-01,2018,A2118150102,90022080,198
2017-12-01,2018,A2118150102,90022082,92
2017-12-01,2018,A2118150102,90022083,151
2017-12-01,2018,A2118150102,90023022,69
2017-12-01,2018,A2118150102,90023023,36
2017-12-01,2018,A2118150102,90023024,60
2017-12-01,2018,A2118150102,90023026,63
2017-12-01,2018,A2118150102,90023027,81
2017-12-01,2018,A2118150102,90023028,78
2017-12-01,2018,A2118150102,90023030,74
2017-12-01,2018,A2118150102,90027207,32
2017-12-01,2018,A2118150103,70002018,1157
2017-12-01,2018,A2118150103,70003182,63
2017-12-01,2018,A2118150103,70006158,49
2017-12-01,2018,A2118150103,70007198,55
2017-12-01,2018,A2118150103,70007199,507
2017-12-01,2018,A2118150103,70008170,120
2017-12-01,2018,A2118150103,70011194,89
2017-12-01,2018,A2118150103,70013126,35
2017-12-01,2018,A2118150103,70016178,14
2017-12-01,2018,A2118150103,70022084,33
2017-12-01,2018,A2118150103,70023031,15
2017-12-01,2018,A2118150103,70023032,69
2017-12-01,2018,A2118150103,70027208,71
2017-12-01,2018,A2118150103,80001019,228
2017-12-01,2018,A2118150103,80006154,201
2017-12-01,2018,A2118150103,80006155,70
2017-12-01,2018,A2118150103,80007195,1389
2017-12-01,2018,A2118150103,80007196,1010
2017-12-01,2018,A2118150103,90001020,62
2017-12-01,2018,A2118150103,90002002,695
2017-12-01,2018,A2118150103,90002003,2043
2017-12-01,2018,A2118150103,90002004,313
2017-12-01,2018,A2118150103,90002006,1766
2017-12-01,2018,A2118150103,90002007,796
2017-12-01,2018,A2118150103,90002008,2811
2017-12-01,2018,A2118150103,90002010,1633
2017-12-01,2018,A2118150103,90002011,787
2017-12-01,2018,A2118150103,90002012,292
2017-12-01,2018,A2118150103,90002014,1533
2017-12-01,2018,A2118150103,90002015,374
2017-12-01,2018,A2118150103,90002016,299
2017-12-01,2018,A2118150103,90003179,87
2017-12-01,2018,A2118150103,90003180,224
2017-12-01,2018,A2118150103,90006156,104
2017-12-01,2018,A2118150103,90008164,103
2017-12-01,2018,A2118150103,90008166,538
2017-12-01,2018,A2118150103,90008167,272
2017-12-01,2018,A2118150103,90008168,414
2017-12-01,2018,A2118150103,90011186,175
2017-12-01,2018,A2118150103,90011187,88
2017-12-01,2018,A2118150103,90011188,186
2017-12-01,2018,A2118150103,90011190,45
